card_id,url,dataset_slug,source_message_id,title_ru,card_split_total,variants_count,has_short_prompt_lt_200,short_prompts_count,shortest_prompt_len,single_card_but_multi_variants,notes
3970babd-20a6-4eef-86eb-71e4c0da83e4,https://promptshot.ru/p/vyberete-obrabotannoe-fotoono-uzhe-sglazhenno-i-ii-eshchyo-bolshe-sglazhivaet-po-3970b,ChatBananahMama_ChatExport_2026-03-15,2389,Выберете обработанное фото...оно уже сглаженно и ИИ ещё больше сглаживает((( по этому не получается,1,1,1,1,104,0,short_prompt
7f167f6a-65dc-45da-86bd-e6aa54dba9c7,https://promptshot.ru/p/a-oy-propustila-a-na-kabluchkakh-est-na-khilsakh-7f167,ChatBananahMama_ChatExport_2026-03-15,1413,А ой. Пропустила. А на каблучках есть на хилсах,1,1,1,1,48,0,short_prompt
5b1246cb-e0a5-4dff-a80b-51f40b08d8f2,https://promptshot.ru/p/krossovki-teper-zhivut-svoey-zhiznyu-2-5b124,bananogenpromt_ChatExport_2026-03-13,39,Кроссовки теперь живут своей жизнью,2,1,1,1,105,0,short_prompt
9cb72676-889a-4980-addc-999330d1008f,https://promptshot.ru/p/ne-menyay-cherty-litsa-i-tsvet-volos-rakurs-s-nizhnego-ugla-kinematograficheskiy-9cb72,ChatBananahMama_ChatExport_2026-03-15,4429,Я со своим опять ругалась. Молодит и стройнит гад,1,1,1,1,52,0,short_prompt
1a0a5468-f9eb-4310-89b7-a494e1eac5fe,https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-myagkoe-utrennee-osveshchenie-nezhno-ok-1a0a5,ChatBananahMama_ChatExport_2026-03-15,4644,Побольше бы версий с днём рождением,1,1,1,1,40,0,short_prompt
7dfc355f-9d77-465f-86b5-57488bd4da02,https://promptshot.ru/p/mozhno-plizz-promt-s-gelikom-gde-vy-ee-sozhgli-7dfc3,ChatBananahMama_ChatExport_2026-03-15,7234,"Немного изменила обстановку, получилось очень хорошо. Папа вышел отлично, даже слёзы проступили",1,1,1,1,97,0,short_prompt
b85535b9-1cd6-4d1c-88f6-bfeb0c4844ef,https://promptshot.ru/p/tak-vy-umeete-uzhe-perepisyvat-pod-sebya-eto-uzhe-klassno-b8553,ChatBananahMama_ChatExport_2026-03-15,7366,"мужские Жмете на хэштег и внизу открыть чатом кнопка, и на стрелку нажимаете выбираете",1,1,1,1,87,0,short_prompt
fc598c17-5a93-44ba-9966-24d817718ee4,https://promptshot.ru/p/ultra-high-resolution-professional-artistic-fashion-photograph-of-a-dark-fairy-t-fc598,ChatBananahMama_ChatExport_2026-03-15,3134,"Очень красиво, у вас что не промты, то шедевры с моим лицом",1,1,1,1,63,0,short_prompt
1ebb26bb-9c1b-458d-a3e4-10387681f129,https://promptshot.ru/p/ne-menyaya-vneshnosti-rebenka-s-foto-pered-nami-stoit-malenkaya-devochka-obrashc-1ebb2,ChatBananahMama_ChatExport_2026-03-15,2976,"Здравствуйте)Помогите сделать , не получается",1,1,1,1,48,0,short_prompt
b1798bea-dfc7-4408-bf5c-9dbe20bf70ee,https://promptshot.ru/p/eta-devushka-nagrubila-mne-i-ne-vyslushali-ne-pishite-ey-uzhasno-b1798,ChatBananahMama_ChatExport_2026-03-15,3578,"эта девушка нагрубила мне и не выслушали, не пишите ей!!! ужасно",1,1,1,1,65,0,short_prompt
5fb2ca21-416d-4cd1-b27b-ced638b5d02b,https://promptshot.ru/p/sozday-foto-ne-menya-cherty-litsa-devushka-sidit-v-sugrobe-zimoy-vid-s-verkhnego-5fb2c,ChatBananahMama_ChatExport_2026-03-15,3548,Qween_Nikaaa помоги пожалуйста отредактировать фото,1,1,1,1,52,0,short_prompt
b678ed29-70ad-4992-afad-1fc9c560d0ae,https://promptshot.ru/p/devushka-stoit-v-pustyne-tantsuet-tanets-zhivota-vostochnyy-v-obraze-s-foto-2-b678e,ChatBananahMama_ChatExport_2026-03-15,17885,Девушка стоит в пустыне танцует танец живота восточный В образе с фото 2,1,1,1,1,72,0,short_prompt
ac0d509a-5d20-448c-9b79-b5472d08bfbe,https://promptshot.ru/p/prosto-ne-udachnyy-den-ne-pokhozhi-vy-bezdomnuyu-ac0d5,ChatBananahMama_ChatExport_2026-03-15,5452,Просто не удачный день 😁 не похожи вы бездомную,1,1,1,1,51,0,short_prompt
cb82f196-8610-46cd-b5d0-4a2b6278867a,https://promptshot.ru/p/a-mozhno-na-podobii-etikh-nu-tipo-v-kostyume-i-s-khoroshey-detalizatsii-bez-glad-cb82f,ChatBananahMama_ChatExport_2026-03-15,7473,А можно на подобии этих Ну типо в костюме и с хорошей детализации без гладкой кожи итд,1,1,1,1,91,0,short_prompt
a4097256-f452-4357-b38b-9370b6d1e739,https://promptshot.ru/p/sozday-foto-ne-menyaya-cherty-litsa-volosy-pryamye-blestyashchie-chast-pryadey-v-a4097,ChatBananahMama_ChatExport_2026-03-15,5385,"А можно что-то в таком стиле, промт сделать",1,1,1,1,45,0,short_prompt
40af7778-e5dc-4bd5-8b0f-1441f963ce7e,https://promptshot.ru/p/foto-916-na-etoy-cherno-beloy-fotografii-v-stile-retro-zapechatlena-molodaya-zhe-40af7,ChatBananahMama_ChatExport_2026-03-15,17881,"Слишком длиные промты, мой ИИ не принимает",1,1,1,1,42,0,short_prompt
ce1eede5-4cf4-4212-9862-d0916fde9e51,https://promptshot.ru/p/kinematograficheskiy-effekt-s-dobavleniem-zerna-cherno-beloe-foto-sozdayte-ultra-ce1ee,ChatBananahMama_ChatExport_2026-03-15,7489,А с другой фоткой он с другой стороны,1,1,1,1,40,0,short_prompt
76eb8d4d-01ef-421d-926c-f7ce7cabcabb,https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-kadr-pronizan-utonchennym-atmosfernym-s-76eb8,ChatBananahMama_ChatExport_2026-03-15,5568,Здравствуйте! А можно пожалуйста серию фоток прогулки в зимнем парке,1,1,1,1,72,0,short_prompt
92f9938f-a45c-4a6e-afbf-5e61c16c25e7,https://promptshot.ru/p/kto-nibud-sdelayte-mne-pozhaluysta-92f99,ChatBananahMama_ChatExport_2026-03-15,7533,"Кто-нибудь сделайте мне, пожалуйста",1,1,1,1,40,0,short_prompt
1f8cd66a-fb9a-430e-badd-64d983676444,https://promptshot.ru/p/eto-klassno-zhe-chto-vy-teper-mozhete-lyubye-promty-peredelyvat-na-praktike-1f8cd,ChatBananahMama_ChatExport_2026-03-15,7582,"Это классно же что вы теперь можете любые промты переделывать , на практике",1,1,1,1,78,0,short_prompt
0b41c719-d554-40e4-8c75-356d1f7bf96e,https://promptshot.ru/p/poprobuyte-v-drugoy-odezhde-libo-eshche-raz-sgenerirovat-0b41c,ChatBananahMama_ChatExport_2026-03-15,5721,Возможно что вы не в нашем боте делаете либо не в про,1,1,1,1,53,0,short_prompt
48d10539-6278-4a69-b7b0-49cbee9e3677,https://promptshot.ru/p/a-high-resolution-editorial-style-photograph-captures-a-seated-female-figure-in-48d10,ChatBananahMama_ChatExport_2026-03-15,5795,"У меня есть похожий, создавала по фотке. Но вот с маской, ни как не получалось. Спасибо вам, сейчас попробую",1,1,1,1,112,0,short_prompt
9d62fff2-1152-4c0c-b366-a7a57115b41d,https://promptshot.ru/p/davayte-razberemsya-pochemu-ne-poluchaetsya-tak-kak-my-rabotaem-na-kanale-v-stil-9d62f,ChatBananahMama_ChatExport_2026-03-15,5985,Давайте разберемся почему не получается) Так как мы работаем на канале в стиле обучения,1,1,1,1,87,0,short_prompt
2096e86f-5d35-472c-8dc2-fb5eb57bc414,https://promptshot.ru/p/ozhivlyaem-foto-na-zakate-2096e,lexy_15.02.26,941,Оживляем фото на закате,1,2,0,0,473,1,single_card_multi_variants
12ad11d3-bf83-472e-8b1d-c8fed35dd315,https://promptshot.ru/p/sozday-selfi-ne-menyay-cherty-litsa-kinematograficheskiy-ekstremalno-blizkiy-por-12ad1,ChatBananahMama_ChatExport_2026-03-15,8279,"А меня такой красоткой видят. Хотя пишу женщина средних лет, среднего телосложения))) но хоть одел, чтоб не позорить",1,1,1,1,119,0,short_prompt
e62445a6-0a67-47ed-966a-24659d1f0817,https://promptshot.ru/p/1-promt-sozday-portret-ne-menyaya-cherty-litsa-muzhskoy-portret-krupnym-planom-m-e6244,ChatBananahMama_ChatExport_2026-03-15,6195,"Промт на видео(можете дополнять):Девушка(Парень) смотрит пристально в камеру, камера плавно приближается",1,1,1,1,105,0,short_prompt
2c579272-c048-4c89-b828-61e8127b020b,https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchin-s-foto-pered-nami-dve-zhenshchiny-stoyashchie-b-2c579,ChatBananahMama_ChatExport_2026-03-15,6226,"Есть третий вариант - кому хорошо живётся без эскорта и айфона 🤷‍♀ не оскверняя ни тело, ни душу",1,1,1,1,97,0,short_prompt
cb123238-18d2-4eec-b102-9524fcf1f473,https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-ona-zapechatlena-v-slegka-naklonyonnoy-cb123,ChatBananahMama_ChatExport_2026-03-15,8281,Лицо другое делает и волосы и на меня не похожи вообще,1,1,1,1,54,0,short_prompt
04c167c5-1576-4b8c-bf48-86291fd43a8a,,PixelNanoBot_ChatExport_2026-03-14,583,,1,1,1,1,87,0,short_prompt
3d41f8ff-fcc9-46a2-b7a0-cf3e788d2bbe,https://promptshot.ru/p/ne-menyay-cherty-litsa-devushki-devushka-delaet-selfi-na-smartfon-ruku-s-telefon-3d41f,ChatBananahMama_ChatExport_2026-03-15,6476,"Эх, я тут это заметила, убрала на всякий случай, а в промте уже со знаменитостью, не увидела, и нейросеть меня перекраси",1,1,1,1,194,0,short_prompt
b2bfcdcd-d79e-4bdb-a632-041d38f63ab6,https://promptshot.ru/p/sozday-portret-ne-menyaya-cherty-litsakrupnyy-plan-molodoy-zhenshchiny-ona-sidit-b2bfc,ChatBananahMama_ChatExport_2026-03-15,6657,Попробуйте сделать пожалуйста такой промт,1,1,1,1,42,0,short_prompt
29dbdb06-8b61-41fa-946f-df0bcced6b65,https://promptshot.ru/p/ne-menyaya-vneshnosti-lyudey-s-foto-kompozitsiya-izobrazhaet-chetyrekh-chelovek-29dbd,ChatBananahMama_ChatExport_2026-03-15,8666,"Немного поменяла промт,т.к мужа нет",1,1,1,1,42,0,short_prompt
2f4f61b6-5f86-4fcd-aa77-854c96d5fee9,https://promptshot.ru/p/sozday-portret-ne-menyaya-cherty-litso-zerkalnoe-selfi-devushki-s-dlinnym-volnis-2f4f6,ChatBananahMama_ChatExport_2026-03-15,16742,"А меня, видимо, задушить хочет, надоела",1,1,1,1,41,0,short_prompt
8f422b5d-2928-43db-9510-20efa7c3ae8b,https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-v-nochnoy-gorodskoy-atmosfere-napolnenn-8f422,ChatBananahMama_ChatExport_2026-03-15,8622,"Все равно другой формат фото делает. Неплохо, но кисти рук страдают",1,1,1,1,69,0,short_prompt
1c0ae2bd-dae1-455c-b8ff-fca9f0e65787,https://promptshot.ru/p/mozhete-poprobovat-s-drugim-selfi-zhelatelno-pri-dnevnom-svete-1c0ae,ChatBananahMama_ChatExport_2026-03-15,6022,"Можете попробовать с другим селфи , желательно при дневном свете",1,1,1,1,64,0,short_prompt
caf0a4c4-df12-44d9-afae-97b99f81c18b,https://promptshot.ru/p/podskazhite-vy-chto-to-menyali-v-promte-u-vas-prosto-idealno-poluchilos-caf0a,ChatBananahMama_ChatExport_2026-03-15,8740,"Подскажите, вы что-то меняли в промте? У вас просто идеально получилось",1,1,1,1,72,0,short_prompt
5ddb0374-d810-4c95-a066-7883c8e338e2,https://promptshot.ru/p/stavte-format-916-i-budet-kak-u-nas-foto-5ddb0,ChatBananahMama_ChatExport_2026-03-15,9056,Ставьте формат 9:16 и будет как у нас фото,1,1,1,1,45,0,short_prompt
d2ea333a-c8f1-437a-9236-414dd0c8fc4b,https://promptshot.ru/p/foto-1object-and-situation-descriptiona-woman-with-curly-long-hair-stands-amidst-d2ea3,ii_photolab_ChatExport_2026-03-14,357,Фото 1:Object and Situation DescriptionA woman with curly long hair stands amidst blooming lilac bushes. Her gaze is sof,1,2,0,0,0,1,single_card_multi_variants
4434c11a-0079-44b3-887d-db7fbc6c801e,https://promptshot.ru/p/ne-menyay-cherty-litsa-ekstremalno-blizkiy-portret-zhenshchinyona-tantsuet-na-de-4434c,ChatBananahMama_ChatExport_2026-03-15,8813,"Вот здесь скорее всего и ошиблась, другое выбрала",1,1,1,1,49,0,short_prompt
8d8b0952-ce66-4111-aa3d-6657debb8228,https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-stsena-napolnena-napryazhyonnym-mistich-8d8b0,ChatBananahMama_ChatExport_2026-03-15,8742,Скажите пожалуйста это через ваш только бот делает? Нужна подписка,1,1,1,1,67,0,short_prompt
2ff8dace-aa00-495f-a763-95ecda421b13,https://promptshot.ru/p/selfi-devushka-derzhit-odnoy-rukoy-kameru-ee-ne-vidno-krupnyy-plan-portret-molod-2ff8d,ChatBananahMama_ChatExport_2026-03-15,8817,"Совершенно не похоже, делала в PRO, верните, пожалуйста токены 3 токена стоимость в PRO, а результат отрицательный , даж",1,1,1,1,181,0,short_prompt
fe00f384-95d2-4789-bce3-b539ae25d9e6,https://promptshot.ru/p/vaaau-eto-ochen-krutye-fotki-v-pro-delali-fe00f,ChatBananahMama_ChatExport_2026-03-15,6078,"ВАААУ 😍😍 Это очень крутые фотки , в про делали",1,1,1,1,50,0,short_prompt
aa301fe6-e7b2-49aa-a044-66ed3f19a143,https://promptshot.ru/p/pervyy-raz-vstrechayu-anzheliku-robertovnu-eshchyo-i-v-nike-211matritsa-slomana-aa301,ChatBananahMama_ChatExport_2026-03-15,7937,Первый раз встречаю Анжелику Робертовну 😅😅😅 ещё и в Нике 211.матрица сломана. Я тоже Анжелика Робертовна. 2.11 др,1,1,1,1,118,0,short_prompt
25723057-0f68-42bf-92d7-dbd62474be0b,https://promptshot.ru/p/8-marta-25723,bananogenpromt_ChatExport_2026-03-13,1256,8 Марта,1,1,1,1,89,0,short_prompt
6a659668-a23e-4cbe-859e-93ae0c5af8cb,https://promptshot.ru/p/prikolnyy-trend-s-obektom-v-avtomate-2-6a659,ii_photolab_ChatExport_2026-03-14,399,Прикольный тренд с объектом в автомате,2,1,1,1,114,0,short_prompt
c664d759-7ebb-4e9f-b112-f99dd574edee,https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-stsena-napolnena-izyskannoy-atmosferoy-c664d,ChatBananahMama_ChatExport_2026-03-15,8409,Здравствуйте. Зачем такое множество подобных фото??? К чему это нагота,1,1,1,1,72,0,short_prompt
48b1bd1c-6cb5-49ec-8a9b-ea5e1e7fddd3,https://promptshot.ru/p/sozday-ne-menyaya-cherty-litsa-ekstremalno-krupnyy-plan-litsa-cherno-beloe-foto-48b1b,ChatBananahMama_ChatExport_2026-03-15,6106,Не получился эффект….3 раза переделывала все нето,1,1,1,1,50,0,short_prompt
aea794bb-55b1-4699-bcb1-ff55f3e8ddc7,https://promptshot.ru/p/kinematograficheskiy-portret-molodoy-zhenshchiny-s-dlinnymi-volnistymi-volosami-aea79,ChatBananahMama_ChatExport_2026-03-15,11145,"Чуть изменила детали, цвет дивана, цвет свитера и носков",1,1,1,1,57,0,short_prompt
4294450b-8727-4b67-977b-ad48ab5631c3,https://promptshot.ru/p/devushka-v-shokoladnom-shelkovom-plate-s-glubokim-v-obraznym-vyrezom-i-tonkimi-b-42944,ChatBananahMama_ChatExport_2026-03-15,6325,"Если вы не беременна, то можно в Промте убрать животик",1,1,1,1,67,0,short_prompt
a0888049-b0ae-44e6-812c-9ce92016ff69,https://promptshot.ru/p/foto-34-devushka-stoit-ryadom-s-avtomobilem-nochyu-bmv-x5-m-2024-chernogo-tsveta-a0888,ChatBananahMama_ChatExport_2026-03-15,8862,"Промт для видео: сохрани все черты лица, и повтори все движения с видео",1,1,1,1,71,0,short_prompt
183f4c7e-e62e-41e3-b38f-0742fd35ee12,https://promptshot.ru/p/vyberete-format-916-pered-tem-kak-otpravlyat-foto-183f4,ChatBananahMama_ChatExport_2026-03-15,8642,"Он просто автоматом стоит на 16:9 , поэтому его нужно изменять всегда как генерируете в этой нейронке",1,1,1,1,104,0,short_prompt
2796627d-ae8e-40b8-8e8d-ff135fe1382d,https://promptshot.ru/p/ozhivlyaem-foto-s-kipyatkom-na-moroze-27966,lexy_15.02.26,1120,Оживляем фото с кипятком на морозе,1,2,0,0,358,1,single_card_multi_variants
48bbe290-8153-4052-9436-6e03bf7cd064,https://promptshot.ru/p/v-obshchem-promt-est-no-ego-ne-propuskaet-ne-nano-banana-ne-seedream-oshibka-v-t-48bbe,ChatBananahMama_ChatExport_2026-03-15,10706,"В общем промт есть, но его не пропускает не нано банана не Seedream,  (ошибка в том что мужчина и ребенок гполуголые) эт",1,1,1,1,154,0,short_prompt
a77228bb-c17f-4d20-a9f2-293d79d8da41,https://promptshot.ru/p/byvaet-kogda-bolshaya-semya-prikhoditsya-delat-mnogo-raz-chtoby-popast-v-etom-sl-a7722,ChatBananahMama_ChatExport_2026-03-15,9639,"Бывает , когда большая семья приходится делать много раз чтобы попасть , в этом случае могу посоветовать только делать н",1,1,1,1,168,0,short_prompt
32e5635c-9cc3-4e13-8a8b-87d44b0a7e9f,https://promptshot.ru/p/eto-est-na-kanale-raza-3-4-vykladyvali-32e56,ChatBananahMama_ChatExport_2026-03-15,9598,"Это есть на канале , раза 3-4 выкладывали",1,1,1,1,41,0,short_prompt
27fa86ce-302a-4eb4-9636-f08550d8b044,https://promptshot.ru/p/ishchem-ai-kreatora-ai-evangelista-v-komandu-27fa8,bananogenpromt_ChatExport_2026-03-13,859,Ищем AI-креатора / AI-евангелиста в команду,1,2,1,1,134,1,short_prompt;single_card_multi_variants
2ab36fee-2b25-4586-bf0e-552bdcec4649,https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-kadr-zapechatlevaet-moment-s-kinematogr-2ab36,ChatBananahMama_ChatExport_2026-03-15,9735,"Делайте несколько раз с одним промтом , разные кадры делает",1,1,1,1,64,0,short_prompt
ff5cdea2-5a46-47e9-ba2b-c72cdb24f0c2,https://promptshot.ru/p/poprobuyte-dopisat-v-kontse-ispolzuy-oba-litsa-ff5cd,ChatBananahMama_ChatExport_2026-03-15,9988,"Попробуйте дописать в конце "" Используй оба лица",1,1,1,1,49,0,short_prompt
194a67f9-6399-4c88-a41f-0854ac82ab2f,https://promptshot.ru/p/teper-mozhno-merit-veshchi-pryamo-s-telefona-194a6,bananogenpromt_ChatExport_2026-03-13,23,Теперь можно мерить вещи прямо с телефона,1,1,1,1,180,0,short_prompt
e51d1deb-fc8f-4563-9066-a0978257a383,https://promptshot.ru/p/portret-zhenshchiny-s-dlinnymi-mokrymi-volosami-kotorye-chastichno-prilipayut-k-e51d1,ChatBananahMama_ChatExport_2026-03-15,9892,Я не похожа 😭уже 100 фоток перепробовала,1,1,1,1,41,0,short_prompt
40d868f0-678b-4796-b779-073db6166738,https://promptshot.ru/p/ne-menyaya-vneshnosti-lyudey-s-foto-na-izobrazhenii-zapechatlena-stsena-teploy-i-40d86,ChatBananahMama_ChatExport_2026-03-15,10305,У меня почему то живое фото получилось,1,1,1,1,40,0,short_prompt
b4134b25-57d1-442f-a2d6-35d035494b34,https://promptshot.ru/p/ultrarealistichnyy-studiynyy-makroportret-format-916-ne-menyay-cherty-litsana-fo-b4134,ChatBananahMama_ChatExport_2026-03-15,10855,Загружать можно коллажом или на одном фото,1,1,1,1,44,0,short_prompt
fdaf3251-e89a-4bda-bedc-a5dba70d6be4,https://promptshot.ru/p/u-menya-tozhe-i-v-platnykh-i-besplatnykh-generatsiyakh-nogi-ruki-golye-a-na-kres-fdaf3,ChatBananahMama_ChatExport_2026-03-15,10362,"У меня тоже и в платных и бесплатных генерациях, ноги , руки , голые а на кресло мне кусок ткани подкинул",1,1,1,1,105,0,short_prompt
ac899c15-5d4f-43e4-8552-7c2d37599624,https://promptshot.ru/p/postaraemsya-segodnya-libo-na-dnyakh-sdelat-ac899,ChatBananahMama_ChatExport_2026-03-15,10284,Постараемся сегодня либо на днях сделать,1,1,1,1,40,0,short_prompt
e1122f47-cda2-46a2-a85d-b21321cf522e,https://promptshot.ru/p/oy-mne-tozhe-takoe-nado-synu-skoro-godik-e1122,ChatBananahMama_ChatExport_2026-03-15,10375,"Ой, мне тоже такое надо, сыну скоро годик",1,1,1,1,41,0,short_prompt
707034ed-1f31-445e-a0fb-4a391f37c81e,https://promptshot.ru/p/spetsialno-zakhochesh-sdelat-tak-kruto-ne-poluchitsya-70703,ChatBananahMama_ChatExport_2026-03-15,11659,"Специально захочешь сделать ,так круто не получится",1,1,1,1,55,0,short_prompt
3237c7f0-6385-4d09-a6ab-89973a6c19d5,https://promptshot.ru/p/dobavlyaem-legkiy-atmosfernyy-tuman-na-foto-s-pomoshchyu-nano-banana-3237c,GPTFluxBot_ChatExport_2026-03-14,7,Добавляем легкий атмосферный туман на фото с помощью Nano Banana,1,1,1,1,182,0,short_prompt
354efb1c-637b-4a16-bb3d-66991f75a4b9,https://promptshot.ru/p/sport-shik-na-fone-porsche-2-354ef,lexy_15.02.26,69,Спорт шик на фоне Porsche,4,1,1,1,195,0,short_prompt
39f4edf8-2212-4c5f-b252-fd03acfd4ac3,https://promptshot.ru/p/sdelay-takoe-zhe-foto-v-dva-klika-vyberi-sozdat-foto-super-hd-ultra-rezhim-zagru-39f4e,bananogenpromt_ChatExport_2026-03-13,1177,Сделай такое же фото в два клика 👁️‍🗨️  🩵Выбери «Создать фото» —  Super-HD (Ultra режим)🩵 🩵Загрузи свое фото🩵 Вста,1,2,0,0,694,1,single_card_multi_variants
3b7661e1-c450-4996-bb6c-dfe026d155d8,https://promptshot.ru/p/stilnoe-zimnee-foto-3b766,lexy_15.02.26,740,Стильное зимнее фото,1,2,0,0,512,1,single_card_multi_variants
3e0ba6a8-91b6-4998-bab9-d1d0f853bcf9,https://promptshot.ru/p/odin-promt-i-foto-kak-iz-studii-3e0ba,bananogenpromt_ChatExport_2026-03-13,29,Один промт — и фото как из студии,1,1,1,1,146,0,short_prompt
3ea4b0ae-efa3-41cd-adf5-84d792b08271,https://promptshot.ru/p/realistichnoe-foto-s-gelendvagenom-3ea4b,lexy_15.02.26,453,Реалистичное фото с Гелендвагеном,1,2,0,0,832,1,single_card_multi_variants
3f3685b6-415a-428b-9c8b-31303c8a9409,https://promptshot.ru/p/super-hd-ultra-pro-3f368,bananogenpromt_ChatExport_2026-03-13,433,Super-HD (Ultra PRO,1,1,1,1,94,0,short_prompt
40321388-4f0a-4f03-9288-d6ef30fa861e,https://promptshot.ru/p/neyroseti-eto-ne-igrushka-eto-marketing-esli-vklyuchit-golovu-40321,bananogenpromt_ChatExport_2026-03-13,391,"Нейросети — это не игрушка. Это маркетинг, если включить голову",1,1,1,1,94,0,short_prompt
