Title,Description,Link,Media URL,Pinterest board
"Девушка сидит за вип столиком  в ночном клубе за ней барная стойка и край танцпола, вокруг неоновая ","Девушка сидит за вип столиком  в ночном клубе за ней барная стойка и край танцпола, вокруг неоновая подсветка фиолетовая. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Девушка сидит за вип столиком  в ночном клубе за ней барная стойка и край танцпола, вокруг неоновая подсветка фиолетовая В руках у неё огромный букет ..."" Get this prompt and 6000+ more: https://promptshot.ru/p/devushka-sidit-za-vip-stolikom-v-nochnom-klube-za-ney-barnaya-stoyka-i-kray-tant-bff84/?utm_sour",https://promptshot.ru/p/devushka-sidit-za-vip-stolikom-v-nochnom-klube-za-ney-barnaya-stoyka-i-kray-tant-bff84/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17988/0/0.jpg,Девушки
"Создай фото, где женщина с едва заметной улыбкой сидит в чёрном кожаном кресле, расслабленно откинув","Создай фото, где женщина с едва заметной улыбкой сидит в чёрном кожаном кресле, расслабленно откинувшись на спину, нога . Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Создай фото, где женщина с едва заметной улыбкой сидит в чёрном кожаном кресле, расслабленно откинувшись на спину, нога на ногу. Одна рука на подлокот..."" Get this prompt and 6000+ more: https://promptshot.ru/p/sozday-foto-gde-zhenshchina-s-edva-zametnoy-ulybkoy-sidit-v-chyornom-kozhanom-kr-a16e2/?utm_sour",https://promptshot.ru/p/sozday-foto-gde-zhenshchina-s-edva-zametnoy-ulybkoy-sidit-v-chyornom-kozhanom-kr-a16e2/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17986/0/0.jpg,Девушки
Вертикальный коллаж из трёх фотографий в эстетике 2000-х и Y2К. Фотосессия проходит в минималистично,"Вертикальный коллаж из трёх фотографий в эстетике 2000-х и Y2К. Фотосессия проходит в минималистичной студии на нейтраль. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Вертикальный коллаж из трёх фотографий в эстетике 2000-х и Y2К. Фотосессия проходит в минималистичной студии на нейтральном светлом фоне. Жесткое прям..."" Get this prompt and 6000+ more: https://promptshot.ru/p/vertikalnyy-kollazh-iz-tryokh-fotografiy-v-estetike-2000-kh-i-y2k-fotosessiya-pr-ed420/?utm_sour",https://promptshot.ru/p/vertikalnyy-kollazh-iz-tryokh-fotografiy-v-estetike-2000-kh-i-y2k-fotosessiya-pr-ed420/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17983/0/0.jpg,Девушки
"Ультра-реалистичное селфи крупным планом(POV), сделанное сделанное на крыше очень высокого здания с ","Ультра-реалистичное селфи крупным планом(POV), сделанное сделанное на крыше очень высокого здания с видом на современный. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Ультра-реалистичное селфи крупным планом(POV), сделанное сделанное на крыше очень высокого здания с видом на современный мегаполис.Камера расположена ..."" Get this prompt and 6000+ more: https://promptshot.ru/p/ultra-realistichnoe-selfi-krupnym-planompov-sdelannoe-sdelannoe-na-kryshe-ochen-e5224/?utm_sourc",https://promptshot.ru/p/ultra-realistichnoe-selfi-krupnym-planompov-sdelannoe-sdelannoe-na-kryshe-ochen-e5224/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17980/0/0.jpg,Дети
"Не меняй черты лица крупный план лица. Женщина держит телефон, фотографируя их в изогнутое зеркало с","Не меняй черты лица крупный план лица. Женщина держит телефон, фотографируя их в изогнутое зеркало с черной тонкой рамой. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Не меняй черты лица крупный план лица. Женщина держит телефон, фотографируя их в изогнутое зеркало с черной тонкой рамой и с подсветкой теплого цвета,..."" Get this prompt and 6000+ more: https://promptshot.ru/p/ne-menyay-cherty-litsa-krupnyy-plan-litsa-zhenshchina-derzhit-telefon-fotografir-00f29/?utm_sour",https://promptshot.ru/p/ne-menyay-cherty-litsa-krupnyy-plan-litsa-zhenshchina-derzhit-telefon-fotografir-00f29/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17969/0/0.jpg,Девушки
"Не меняй черты лица Высококачественный профессиональный портрет в полный рост, сделанный на iPhone 1","Не меняй черты лица Высококачественный профессиональный портрет в полный рост, сделанный на iPhone 17 Pro Max. Обстановк. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Не меняй черты лица Высококачественный профессиональный портрет в полный рост, сделанный на iPhone 17 Pro Max. Обстановка представляет собой ярко осве..."" Get this prompt and 6000+ more: https://promptshot.ru/p/ne-menyay-cherty-litsa-vysokokachestvennyy-professionalnyy-portret-v-polnyy-rost-f32c6/?utm_sour",https://promptshot.ru/p/ne-menyay-cherty-litsa-vysokokachestvennyy-professionalnyy-portret-v-polnyy-rost-f32c6/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17965/0/0.jpg,Девушки
"Высококачественный портрет, запечатлевающий молодую женщину, сидящую на плотном поле цветущих голубы","Высококачественный портрет, запечатлевающий молодую женщину, сидящую на плотном поле цветущих голубых синих и белых цвет. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Высококачественный портрет, запечатлевающий молодую женщину, сидящую на плотном поле цветущих голубых синих и белых цветов, кожа в шимере Она сидит на..."" Get this prompt and 6000+ more: https://promptshot.ru/p/vysokokachestvennyy-portret-zapechatlevayushchiy-moloduyu-zhenshchinu-sidyashchu-5f571/?utm_sour",https://promptshot.ru/p/vysokokachestvennyy-portret-zapechatlevayushchiy-moloduyu-zhenshchinu-sidyashchu-5f571/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17956/0/0.jpg,Девушки
фото белом платье,"фото белом платье. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Создай портрет\. Не меняй черты лица экстремально близкий портрет лица женщиныОна стоит между высокой белой двери облокотившись на косяк\. Нежная улыб..."" Get this prompt and 6000+ more: https://promptshot.ru/p/foto-belom-plate-16d87/?utm_source=pinterest&utm_medium=pin",https://promptshot.ru/p/foto-belom-plate-16d87/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/Hvhvgybot_ChatExport_2026-03-15/1164/0/0.jpg,Девушки
фото с цветами,"фото с цветами. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Ultra-realistic vertical 9:16 photo, Y2K luxury nightlife, paparazzi flash.Полная темнота.Фон почти полностью чёрный — ресторан не читается, только на..."" Get this prompt and 6000+ more: https://promptshot.ru/p/foto-s-tsvetami-f29e5/?utm_source=pinterest&utm_medium=pin",https://promptshot.ru/p/foto-s-tsvetami-f29e5/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/Hvhvgybot_ChatExport_2026-03-15/1162/0/0.jpg,Девушки
https://t.me/BananahMama_bot?start=cmVmXzE0NDgyNzY4Mzc,"https://t.me/BananahMama_bot?start=cmVmXzE0NDgyNzY4Mzc. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""https://t.me/BananahMama_bot?start=cmVmXzE0NDgyNzY4Mzc"" Get this prompt and 6000+ more: https://promptshot.ru/p/httpstmebananahmamabotstartcmvmxze0ndgynzy4mzc-727b2/?utm_source=pinterest&utm_medium=pin",https://promptshot.ru/p/httpstmebananahmamabotstartcmvmxze0ndgynzy4mzc-727b2/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17932/0/0.jpg,AI Photo Prompts
"Не меняй черты лицастудийная фотография: элегантная пара в объятиях, женщина в белом платье с открыт","Не меняй черты лицастудийная фотография: элегантная пара в объятиях, женщина в белом платье с открытой спиной, у нее дли. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Не меняй черты лицастудийная фотография: элегантная пара в объятиях, женщина в белом платье с открытой спиной, у нее длинные волнистые волосы,мужчина ..."" Get this prompt and 6000+ more: https://promptshot.ru/p/ne-menyay-cherty-litsastudiynaya-fotografiya-elegantnaya-para-v-obyatiyakh-zhens-957f5/?utm_sour",https://promptshot.ru/p/ne-menyay-cherty-litsastudiynaya-fotografiya-elegantnaya-para-v-obyatiyakh-zhens-957f5/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17928/0/0.jpg,Девушки
"Кинематографический эффект с добавлением зерна, чёрно белое фотоВид сбоку углаДевушка сидит на крыль","Кинематографический эффект с добавлением зерна, чёрно белое фотоВид сбоку углаДевушка сидит на крыльце  деревянном, на с. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Кинематографический эффект с добавлением зерна, чёрно белое фотоВид сбоку углаДевушка сидит на крыльце  деревянном, на спине. Одна нога согнута.Одета ..."" Get this prompt and 6000+ more: https://promptshot.ru/p/kinematograficheskiy-effekt-s-dobavleniem-zerna-chyorno-beloe-fotovid-sboku-ugla-f0e80/?utm_sour",https://promptshot.ru/p/kinematograficheskiy-effekt-s-dobavleniem-zerna-chyorno-beloe-fotovid-sboku-ugla-f0e80/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17925/0/0.jpg,Девушки
"Девушка смотрит в камеру, делая селфи. Она фотографирует себя рука вытянута к камере кисть не видно ","Девушка смотрит в камеру, делая селфи. Она фотографирует себя рука вытянута к камере кисть не видно как будто она держит. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Девушка смотрит в камеру, делая селфи. Она фотографирует себя рука вытянута к камере кисть не видно как будто она держит камеру Её взгляд спокойный, с..."" Get this prompt and 6000+ more: https://promptshot.ru/p/devushka-smotrit-v-kameru-delaya-selfi-ona-fotografiruet-sebya-ruka-vytyanuta-k-61f79/?utm_sourc",https://promptshot.ru/p/devushka-smotrit-v-kameru-delaya-selfi-ona-fotografiruet-sebya-ruka-vytyanuta-k-61f79/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17923/0/0.jpg,Девушки
"Не меняй черты лицКрупный план Современная свадебная фотосессия в стиле минимализма, на которой изоб","Не меняй черты лицКрупный план Современная свадебная фотосессия в стиле минимализма, на которой изображена крутая пара в. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Не меняй черты лицКрупный план Современная свадебная фотосессия в стиле минимализма, на которой изображена крутая пара в помещении на фоне просторной ..."" Get this prompt and 6000+ more: https://promptshot.ru/p/ne-menyay-cherty-litskrupnyy-plan-sovremennaya-svadebnaya-fotosessiya-v-stile-mi-1231a/?utm_sour",https://promptshot.ru/p/ne-menyay-cherty-litskrupnyy-plan-sovremennaya-svadebnaya-fotosessiya-v-stile-mi-1231a/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17920/0/0.jpg,Девушки
Девушка сидит в дорогой машине черной с люком Фото сделано сверху в открытый люк Девушка подняла гол,"Девушка сидит в дорогой машине черной с люком Фото сделано сверху в открытый люк Девушка подняла голову вверх на камеру . Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Девушка сидит в дорогой машине черной с люком Фото сделано сверху в открытый люк Девушка подняла голову вверх на камеру Она одета в коричневый топ на ..."" Get this prompt and 6000+ more: https://promptshot.ru/p/devushka-sidit-v-dorogoy-mashine-chernoy-s-lyukom-foto-sdelano-sverkhu-v-otkryty-fa6c5/?utm_sour",https://promptshot.ru/p/devushka-sidit-v-dorogoy-mashine-chernoy-s-lyukom-foto-sdelano-sverkhu-v-otkryty-fa6c5/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17918/0/0.jpg,Девушки
"Кинематографический портрет девушки с мелким зерном. Формат 9:16 Реалистичное фото, эстетика материн","Кинематографический портрет девушки с мелким зерном. Формат 9:16 Реалистичное фото, эстетика материнства, уют, бодипозит. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Кинематографический портрет девушки с мелким зерном. Формат 9:16 Реалистичное фото, эстетика материнства, уют, бодипозитив, нежность, мягкий фокус. Вы..."" Get this prompt and 6000+ more: https://promptshot.ru/p/kinematograficheskiy-portret-devushki-s-melkim-zernom-format-916-realistichnoe-f-5d121/?utm_sour",https://promptshot.ru/p/kinematograficheskiy-portret-devushki-s-melkim-zernom-format-916-realistichnoe-f-5d121/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17915/0/0.jpg,Девушки
Не меняй черты лица. драматичный портрет девушки на фоне заката и моряОна смотрит с легкой улыбкой в,"Не меняй черты лица. драматичный портрет девушки на фоне заката и моряОна смотрит с легкой улыбкой в сторону, интенсивны. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Не меняй черты лица. драматичный портрет девушки на фоне заката и моряОна смотрит с легкой улыбкой в сторону, интенсивный взгляд. Фото смазанное в дви..."" Get this prompt and 6000+ more: https://promptshot.ru/p/ne-menyay-cherty-litsa-dramatichnyy-portret-devushki-na-fone-zakata-i-moryaona-s-976a1/?utm_sour",https://promptshot.ru/p/ne-menyay-cherty-litsa-dramatichnyy-portret-devushki-na-fone-zakata-i-moryaona-s-976a1/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17912/0/0.jpg,Девушки
Кинематографический портрет девушки с легким зерном Формат 9:16Не меняй черты дица Фото сделано с ни,"Кинематографический портрет девушки с легким зерном Формат 9:16Не меняй черты дица Фото сделано с низкого ракурсаМолодая. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Кинематографический портрет девушки с легким зерном Формат 9:16Не меняй черты дица Фото сделано с низкого ракурсаМолодая девушка выходит из машины с ч..."" Get this prompt and 6000+ more: https://promptshot.ru/p/kinematograficheskiy-portret-devushki-s-legkim-zernom-format-916ne-menyay-cherty-f8287/?utm_sour",https://promptshot.ru/p/kinematograficheskiy-portret-devushki-s-legkim-zernom-format-916ne-menyay-cherty-f8287/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17910/0/0.jpg,Девушки
"Не меняя внешности женщины с фото, в кадре изображена женщина в стильном городском образе, выполненн","Не меняя внешности женщины с фото, в кадре изображена женщина в стильном городском образе, выполненном в контрастных цве. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Не меняя внешности женщины с фото, в кадре изображена женщина в стильном городском образе, выполненном в контрастных цветах и текстурах, создающих ярк..."" Get this prompt and 6000+ more: https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-v-kadre-izobrazhena-zhenshchina-v-stiln-8c0d5/?utm_sour",https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-v-kadre-izobrazhena-zhenshchina-v-stiln-8c0d5/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17908/0/0.jpg,Девушки
"Не меняя внешности женщины с фото, она стоит перед бежевым однотонным фоном в уверенной и величестве","Не меняя внешности женщины с фото, она стоит перед бежевым однотонным фоном в уверенной и величественной позе, слегка ра. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Не меняя внешности женщины с фото, она стоит перед бежевым однотонным фоном в уверенной и величественной позе, слегка развернув корпус вперёд и постав..."" Get this prompt and 6000+ more: https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-ona-stoit-pered-bezhevym-odnotonnym-fon-312c6/?utm_sour",https://promptshot.ru/p/ne-menyaya-vneshnosti-zhenshchiny-s-foto-ona-stoit-pered-bezhevym-odnotonnym-fon-312c6/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/ChatBananahMama_ChatExport_2026-03-15/17903/0/0.jpg,Девушки
домашнее,"домашнее. Ready-to-use AI photo prompt — copy and paste into ChatGPT or Gemini. ""Сохрани лицо и цвет волос. На фото показана сцена в кровати, снятая сзади и чуть сверху\. В центре кадра — лежащая девушка, лицо повёрнуто в камеру, г..."" Get this prompt and 6000+ more: https://promptshot.ru/p/domashnee-82c97/?utm_source=pinterest&utm_medium=pin",https://promptshot.ru/p/domashnee-82c97/?utm_source=pinterest&utm_medium=pin,https://bk07-67ud-ea1y.gw-1a.dockhost.net/storage/v1/object/public/prompt-images/telegram/Hvhvgybot_ChatExport_2026-03-15/1160/0/0.jpg,Девушки
